69/69logo_small;69LOGO_SMALL
monsoon/wall1_18_ext;WALL1_18_EXT
monsoon/wall1_22;WALL1_22
monsoon/wall1_3;WALL1_3
monsoon/wall1_4;WALL1_4
monsoon/wall1_6;WALL1_6
monsoon/wall10_3;WALL10_3
monsoon/wall2_1;WALL2_1
monsoon/wall2_3;WALL2_3
monsoon/wall3_1;WALL3_1
monsoon/wall5_3;WALL5_3
monsoon/wall7_1;WALL7_1
mrcleantex_1/floortile4;FLOORTILE4
mrcleantex_1/jump_tile4;JUMP_TILE4
mrcleantex_1/steelrst;STEELRST
mrcleantex_1/steelrst_trim;STEELRST_TRIM
mrcleantex_1/steelrst_trim3;STEELRST_TRIM3
mrcleantex_1/steelrst_trim5;STEELRST_TRIM00
mrcleantex_1/steelrst_trimtop;STEELRST_TRIM01
mrcleantex_1/stepface4;STEPFACE4
mrcleantex_1/worn-torn;WORN-TORN
mrcleantex_2/ankhlite_blu;ANKHLITE_BLU
mrcleantex_2/ankhlite_red;ANKHLITE_RED
mrcleantex_2/heiro_01;HEIRO_01
mrcleantex_2/heiro_02;HEIRO_0200
mrcleantex_2/heiro_03;HEIRO_0300
mrcleantex_2/insetbrick;INSETBRICK
mrcleantex_2/insetbrick2;INSETBRICK2
mrcleantex_2/oldbrk_01;OLDBRK_01
mrcleantex_2/oldbrk_02;OLDBRK_02
mrcleantex_2/oldbrk_04;OLDBRK_04
mrcleantex_2/oldbrk_04_bloody;OLDBRK_04_BLOOD
mrcleantex_2/oldbrk_06;OLDBRK_06
mrcleantex_2/oldstone2;OLDSTONE20001
mrcleantex_2/oldstone3;OLDSTONE300
mrcleantex_2/oldstone3_trim01;OLDSTONE3_TRI02
mrcleantex_2/oldstone3_trim02;OLDSTONE3_TRI03
mrcleantex_2/oldstone3grooved;OLDSTONE3GROOVE
mrcleantex_2/oldstone4;OLDSTONE400
mrcleantex_3/concrete_nasty;CONCRETE_NASTY
mrcleantex_3/d_plate;D_PLATE
mrcleantex_3/flagstone_worn;FLAGSTONE_WORN
mrcleantex_3/mrc_brick_mossy;MRC_BRICK_MOSSY
mrcleantex_3/mrc_brick1;MRC_BRICK1
mrcleantex_3/mrc_brick3;MRC_BRICK3
mrcleantex_3/mrc_brick3_qtag;MRC_BRICK3_QTAG
mrcleantex_3/mrc_brick3_tag01;MRC_BRICK3_TAG0
mrcleantex_3/mrc_brick3_tag02;MRC_BRICK3_TA00
mrcleantex_3/mrc_brick3_tag03;MRC_BRICK3_TA01
mrcleantex_3/mrc_brick3_vent;MRC_BRICK3_VENT
mrcleantex_3/mrc_grate_02;MRC_GRATE_02
mrcleantex_3/mrc_metwall01;MRC_METWALL01
mrcleantex_3/mrc_metwall01a;MRC_METWALL01A
mrcleantex_3/mrc_metwall02;MRC_METWALL02
mrcleantex_3/mrc_metwall02b;MRC_METWALL02B
mrcleantex_3/mrc_metwall02b_rsty;MRC_METWALL02B_
mrcleantex_3/mrc_metwall02c;MRC_METWALL02C
mrcleantex_3/mrc_metwall02d;MRC_METWALL02D
mrcleantex_3/mrc_metwall02e;MRC_METWALL02E
mrcleantex_3/mrc_metwall02f;MRC_METWALL02F
mrcleantex_3/mrc_rust;MRC_RUST
mrcleantex_3/rsty_trim_31;RSTY_TRIM_31
mrcleantex_3/rsty_trim_33;RSTY_TRIM_33
mrcleantex_3/rsty_trim_35;RSTY_TRIM_35
mrcleantex_3/safetlite;SAFETLITE
mrcleantex_3/steel_corr;STEEL_CORR
mrcleantex_3/steel_corr_rib;STEEL_CORR_RIB
mrcleantex_3/steel_rvt_dark;STEEL_RVT_DARK
mrcleantex_3/stl_trim_33;STL_TRIM_33
mrcleantex_3/stl_trim_34;STL_TRIM_34
mrcleantex_3/stl_trim_34lt;STL_TRIM_34LT
mrcleantex_3/stl_trim_35;STL_TRIM_35
mrcleantex_3/stl_trim_35_dark;STL_TRIM_35_DAR
mrcleantex_3/stl_trim_pipes;STL_TRIM_PIPES
mrcleantex_3/stl_trim_pipes2;STL_TRIM_PIPES2
mrcq3dm5/mrcq3dm5sky1;MRCQ3DM5SKY1
mrcq3dm5/mrcq3dm5sky2;MRCQ3DM5SKY2
mrcq3dm5/oldstone4_ltag;OLDSTONE4_LTAG
mrcq3dm5/sewage;SEWAGE
mrcq3dm5/vortex;VORTEX
mrcq3t3/mrct3tele;MRCT3TELE
mrcq3t4/11b_symb2a;11B_SYMB2A
mrcq3t4/11b_symb3;11B_SYMB3
mrcq3t4/3b3pent;3B3PENT
mrcq3t4/bone;BONE
mrcq3t4/col_i_01;COL_I_01
mrcq3t4/col_i_01a;COL_I_01A
mrcq3t4/col_i_groove;COL_I_GROOVE
mrcq3t4/col_i_rune01;COL_I_RUNE01
mrcq3t4/col_i_rune01_lit;COL_I_RUNE01_LI
mrcq3t4/col_i_rune02;COL_I_RUNE02
mrcq3t4/col_i_rune03;COL_I_RUNE03
mrcq3t4/metalbars_rust3;METALBARS_RUST3
mrcq3t4/metalbars_rust3_n;METALBARS_RUS00
mrcq3t4/rustpent;RUSTPENT
mrcq3t4/sand_02;SAND_02
mrcq3t4/sand_02_bloody;SAND_02_BLOODY
myth-decals/bullets02;BULLETS02
myth-decals/crack04;CRACK04
myth-decals/smear01;SMEAR01
myth-decals/splat01;SPLAT01
myth-decals/splat02;SPLAT02
myth-decals/splat05;SPLAT05
myth-decals/splat06;SPLAT06
myth-decals/splat07;SPLAT07
ninemil-ctf1/midfield-grate;MIDFIELD-GRAT00
ninemil-ctf2/blueflagmap;BLUEFLAGMAP0001
ninemil-ctf2/bounce_base;BOUNCE_BASE0001
ninemil-ctf2/bounce_shadow;BOUNCE_SHADOW01
ninemil-ctf2/ctf_blueflag;CTF_BLUEFLAG001
ninemil-ctf2/ctf_redflag;CTF_REDFLAG0001
ninemil-ctf2/killblock_i2_b;KILLBLOCK_I2_07
ninemil-ctf2/killblock_i2_r;KILLBLOCK_I2_08
ninemil-ctf2/promode_logo_blue;PROMODE_LOGO_00
ninemil-ctf2/promode_logo_blue_large;PROMODE_LOGO_01
ninemil-ctf2/promode_logo_red;PROMODE_LOGO_02
ninemil-ctf2/promode_logo_red_large;PROMODE_LOGO_03
ninemil-ctf2/qer_bounce_blue;QER_BOUNCE_BL00
ninemil-ctf2/qer_bounce_red;QER_BOUNCE_RE00
ninemil-ctf2/qer_weapfloor_blue;QER_WEAPFLOOR00
ninemil-ctf2/qer_weapfloor_red;QER_WEAPFLOOR01
ninemil-ctf2/redflagmap;REDFLAGMAP0001
ninemil-ctf2/shadow;SHADOW00
ninemil-ctf2/test_blue;TEST_BLUE00
ninemil-ctf2/test_red;TEST_RED00
ninemil-ctf2/weapfloor_1;WEAPFLOOR_10002
ninemil-ctf2/weapfloor_shadow;WEAPFLOOR_SHA03
noctf3/eq2_banner;EQ2_BANNER0001
noctf3/eq2_banner_b;EQ2_BANNER_B001
on-x_ctf5/an_bplastic1;AN_BPLASTIC1
on-x_ctf5/an_bplastic2;AN_BPLASTIC2
on-x_ctf5/an_rplastic1;AN_RPLASTIC1
on-x_ctf5/an_rplastic2;AN_RPLASTIC2
on-x_ctf5/ctf_trimcretemtl_blue;CTF_TRIMCRETE01
on-x_ctf5/ctf_trimcretemtl_red;CTF_TRIMCRETE02
on-x_ctf5/e6l_floor;E6L_FLOOR0001
on-x_ctf5/e6launchengine;E6LAUNCHENGIN00
on-x_ctf5/e6launchengine_blue;E6LAUNCHENGIN01
on-x_ctf5/e6launchengine_red;E6LAUNCHENGIN02
on-x_ctf5/e6platelight;E6PLATELIGHT00
on-x_ctf5/e6tekmtlrflr;E6TEKMTLRFLR001
on-x_ctf5/e6tileceiling;E6TILECEILING01
on-x_ctf5/e6v_light;E6V_LIGHT0001
on-x_ctf5/e6vertgrt_supp;E6VERTGRT_SUP01
on-x_ctf5/e6vpanelsupprt;E6VPANELSUPPR00
on-x_ctf5/e6x_supprt;E6X_SUPPRT0001
on-x_ctf5/e8_btrim01;E8_BTRIM0100
on-x_ctf5/e8_btrim02;E8_BTRIM0200
on-x_ctf5/e8_btrim03b;E8_BTRIM03B00
on-x_ctf5/e8_btrim04b;E8_BTRIM04B00
on-x_ctf5/e8_btrim05;E8_BTRIM0500
on-x_ctf5/e8_btrim05b;E8_BTRIM05B00
on-x_ctf5/e8_mtlwall1;E8_MTLWALL100
on-x_ctf5/e8_mtlwall1b;E8_MTLWALL1B00
on-x_ctf5/e8_mtlwall2;E8_MTLWALL200
on-x_ctf5/e8_mtlwall3;E8_MTLWALL300
on-x_ctf5/e8_mtlwall3b;E8_MTLWALL3B001
on-x_ctf5/e8_mtlwall4;E8_MTLWALL400
on-x_ctf5/e8_rlight;E8_RLIGHT0001
on-x_ctf5/e8_rlightb;E8_RLIGHTB00
on-x_ctf5/e8basictrim2_blue;E8BASICTRIM2_00
on-x_ctf5/e8basictrim2_red;E8BASICTRIM2_01
on-x_ctf5/e8circle_blue;E8CIRCLE_BLUE00
on-x_ctf5/e8circle_red;E8CIRCLE_RED00
on-x_ctf5/e8clangfloor04warn;E8CLANGFLOOR002
on-x_ctf5/e8clangfloor04warn2;E8CLANGFLOOR003
on-x_ctf5/e8crete01stair1;E8CRETE01STAI00
on-x_ctf5/e8cretefloor_tile_dark;E8CRETEFLOOR_01
on-x_ctf5/e8cretefloor01b;E8CRETEFLOOR000
on-x_ctf5/e8cretesupport_blue;E8CRETESUPPOR01
on-x_ctf5/e8cretesupport_red;E8CRETESUPPOR02
on-x_ctf5/e8icon_blue;E8ICON_BLUE00
on-x_ctf5/e8icon_red;E8ICON_RED00
on-x_ctf5/e8smlltrim1;E8SMLLTRIM100
on-x_ctf5/e8smlltrim1b;E8SMLLTRIM1B00
on-x_ctf5/e8support01;E8SUPPORT0100
on-x_ctf5/e8support01c;E8SUPPORT01C00
on-x_ctf5/e8support03;E8SUPPORT0300
on-x_ctf5/e8support03b_blue;E8SUPPORT03B_00
on-x_ctf5/e8support03b_red;E8SUPPORT03B_01
on-x_ctf5/e8support04_blue;E8SUPPORT04_B00
on-x_ctf5/e8support04_red;E8SUPPORT04_R00
on-x_ctf5/e8support04b_blue;E8SUPPORT04B_00
on-x_ctf5/e8support04b_red;E8SUPPORT04B_01
on-x_ctf5/e8support06;E8SUPPORT0600
on-x_ctf5/e8support06b;E8SUPPORT06B00
on-x_ctf5/e8support06c;E8SUPPORT06C00
on-x_ctf5/e8supporttrim01;E8SUPPORTTRIM02
on-x_ctf5/e8tinylight;E8TINYLIGHT00
on-x_ctf5/e8tinylightblue;E8TINYLIGHTBL01
on-x_ctf5/e8trim_blue;E8TRIM_BLUE00
on-x_ctf5/e8trim_red;E8TRIM_RED00
on-x_ctf5/e8trim2_blue;E8TRIM2_BLUE001
on-x_ctf5/e8trim2_red;E8TRIM2_RED0001
on-x_ctf5/e8trimlight2_blue;E8TRIMLIGHT2_01
on-x_ctf5/e8trimlight2_red;E8TRIMLIGHT2_02
on-x_ctf5/e8warning256;E8WARNING25600
on-x_ctf5/e8warning2step;E8WARNING2STE00
on-x_ctf5/jez_crate2;JEZ_CRATE2
on-x_ctf5/jez_crate3;JEZ_CRATE3
on-x_ctf5/kf_crate01128-blue1;KF_CRATE01128-B
on-x_ctf5/kf_crate01128-blue2;KF_CRATE0112800
on-x_ctf5/kf_crate01128-red1;KF_CRATE01128-R
on-x_ctf5/kf_crate01128-red2;KF_CRATE0112801
organics/awall4j;AWALL4J
organics/dirt;DIRT00
organics/dirt2;DIRT2
organics/grass3;GRASS3
organics/pjrock7d;PJROCK7D
organics/trainpart12C;TRAINPART12C
organics/wire02a_f;WIRE02A_F00
ospdm5/ik_brick_12832d;IK_BRICK_12832D
ospdm5/ik_brick_12864a;IK_BRICK_12864A
ospdm5/ik_brick_25664d;IK_BRICK_25664D
ospdm5/ik_floor_conc256b;IK_FLOOR_CONC25
ospdm5/pool3d_3b;POOL3D_3B00
ospdm5/pool3d_5b;POOL3D_5B0001
ospdm5/pool3d_6b;POOL3D_6B00
ospdm5/t_mtllight;T_MTLLIGHT
phantgothic/phant_02_trim_02;PHANT_02_TRIM_0
phantgothic/phant_brick_01;PHANT_BRICK_01
phantgothic/phant_brick_02;PHANT_BRICK_02
phantgothic/phant_brick_03;PHANT_BRICK_03
phantgothic/phant_brick_04;PHANT_BRICK_04
phantgothic/phant_brick_arch;PHANT_BRICK_ARC
phantgothic/phant_brick_arch_wrap;PHANT_BRICK_A00
phantgothic/phantgothic_door;PHANTGOTHIC_DOO
phantgothic/phantgothic_env;PHANTGOTHIC_ENV
phantgothic/phantgothic_env_wood;PHANTGOTHIC_E00
phantgothic/phantgothic_floor_003;PHANTGOTHIC_F00
phantgothic/phantgothic_grass_001;PHANTGOTHIC_GRA
phantgothic/phantgothic_metal_001;PHANTGOTHIC_MET
phantgothic/phantgothic_metal_002;PHANTGOTHIC_M00
phantgothic/phantgothic_metal_002_scortched;PHANTGOTHIC_M01
phantgothic/phantgothic_metal_003;PHANTGOTHIC_M02
phantgothic/phantgothic_portal_3;PHANTGOTHIC_POR
phantgothic/phantgothic_portal_orange;PHANTGOTHIC_P00
phantgothic/phantgothic_rain;PHANTGOTHIC_RAI
phantgothic/phantgothic_rings;PHANTGOTHIC_RIN
phantgothic/phantgothic_roofslate_001;PHANTGOTHIC_ROO
phantgothic/phantgothic_rubble_01;PHANTGOTHIC_RUB
phantgothic/phantgothic_sky_001;SKY4
phantgothic/phantgothic_stainedglass_001;PHANTGOTHIC_STA
phantgothic/phantgothic_stainedglass_002;PHANTGOTHIC_S00
phantgothic/phantgothic_stainedglass_003;PHANTGOTHIC_S01
phantgothic/phantgothic_trim_001;PHANTGOTHIC_TRI
phantgothic/phantgothic_trim_002;PHANTGOTHIC_T00
phantgothic/phantgothic_trim_003;PHANTGOTHIC_T01
phantgothic/phantgothic_trim_004;PHANTGOTHIC_T02
phantgothic/phantgothic_trim_005;PHANTGOTHIC_T03
phantgothic/phantgothic_trim_007;PHANTGOTHIC_T04
phantgothic/phantgothic_trim_008;PHANTGOTHIC_T05
phantgothic/phantgothic_trim_008_scale_2_2;PHANTGOTHIC_T06
phantgothic/phantgothic_trim_009;PHANTGOTHIC_T07
phantgothic/phantgothic_window_002;PHANTGOTHIC_W00
phantgothic/phantgothic_window_light;PHANTGOTHIC_W01
phantgothic/phantgothic_windowshutter;PHANTGOTHIC_WIN
phantgothic/phantgothic_wood_001;PHANTGOTHIC_WOO
phantgothic/phantgothic_wood_001_wet;PHANTGOTHIC_W02
phantgothic/tp_bricktrim_01;TP_BRICKTRIM_01
phantgothic/tp_metal_fence_grate;TP_METAL_FENCE_
phantgothic/tp_spiderweb_004;TP_SPIDERWEB_00
phantgothic/tp_spiderweb_005;TP_SPIDERWEB_01
phantq3dm3/bathroom_tile_03;BATHROOM_TILE_0
phantq3dm3/brick_old_01;BRICK_OLD_01
phantq3dm3/concrete_neutral_512;CONCRETE_NEUTRA
phantq3dm3/corrugated_tin;CORRUGATED_TIN
phantq3dm3/fence_shadow;FENCE_SHADOW
phantq3dm3/phant_brick_small;PHANT_BRICK_SMA
phantq3dm3/slime_drip;#SLIME_DRIP
phantq3dm3/tp_base_light_001;TP_BASE_LIGHT_0
phantq3dm3/tp_base_rust_01;TP_BASE_RUST_01
phantq3dm3/tp_base_rust_01a;TP_BASE_RUST_00
phantq3dm3/tp_base_rust_02;TP_BASE_RUST_02
phantq3dm3/tp_bolt_trim_001;TP_BOLT_TRIM_00
phantq3dm3/tp_bolt_trim_002a;TP_BOLT_TRIM_01
phantq3dm3/tp_bolt_trim_003;TP_BOLT_TRIM_02
phantq3dm3/tp_bolt_trim_004;TP_BOLT_TRIM_03
phantq3dm3/tp_clouds_001;TP_CLOUDS_001
phantq3dm3/tp_concrete_tiles;TP_CONCRETE_TIL
phantq3dm3/tp_concrete_worn_001;TP_CONCRETE_WOR
phantq3dm3/tp_concrete_worn_001_g;TP_CONCRETE_W02
phantq3dm3/tp_concrete_worn_001a;TP_CONCRETE_W00
phantq3dm3/tp_concrete_worn_001a_g;TP_CONCRETE_W01
phantq3dm3/tp_crete_decal_1;TP_CRETE_DECAL_
phantq3dm3/tp_crete_decal_10;TP_CRETE_DECA00
phantq3dm3/tp_crete_decal_11;TP_CRETE_DECA01
phantq3dm3/tp_crete_decal_12;TP_CRETE_DECA02
phantq3dm3/tp_crete_decal_2;TP_CRETE_DECA03
phantq3dm3/tp_crete_decal_3;TP_CRETE_DECA04
phantq3dm3/tp_crete_decal_4;TP_CRETE_DECA05
phantq3dm3/tp_crete_decal_5;TP_CRETE_DECA06
phantq3dm3/tp_crete_decal_6;TP_CRETE_DECA07
phantq3dm3/tp_crete_decal_8;TP_CRETE_DECA08
phantq3dm3/tp_cretefloor_dirty;TP_CRETEFLOOR_D
phantq3dm3/tp_cretewall_dirty_001;TP_CRETEWALL_DI
phantq3dm3/tp_elec_panel_001;TP_ELEC_PANEL_0
phantq3dm3/tp_factorywindow_001;TP_FACTORYWINDO
phantq3dm3/tp_factorywindow_002;TP_FACTORYWIN00
phantq3dm3/tp_factorywindow_003;TP_FACTORYWIN01
phantq3dm3/tp_fan_rusted;TP_FAN_RUSTED
phantq3dm3/tp_fan_shadow;TP_FAN_SHADOW
phantq3dm3/tp_grate_trim_001;TP_GRATE_TRIM_0
phantq3dm3/tp_guage_rusty;TP_GUAGE_RUSTY
phantq3dm3/tp_lightbeam_001;TP_LIGHTBEAM_00
phantq3dm3/tp_machine_light;TP_MACHINE_LIGH
phantq3dm3/tp_machine_light_add;TP_MACHINE_LI00
phantq3dm3/tp_machinepanel_001;TP_MACHINEPANEL
phantq3dm3/tp_machinepanel_002;TP_MACHINEPAN00
phantq3dm3/tp_metal_floor_001;TP_METAL_FLOOR_
phantq3dm3/tp_metal_floor_002;TP_METAL_FLOO00
phantq3dm3/tp_metal_wall_001;TP_METAL_WALL_0
phantq3dm3/tp_metal_wall_002;TP_METAL_WALL00
phantq3dm3/tp_metal_wall_003;TP_METAL_WALL01
phantq3dm3/tp_metal_wall_005;TP_METAL_WALL02
phantq3dm3/tp_metal_wall_006;TP_METAL_WALL03
phantq3dm3/tp_metal_wall_007;TP_METAL_WALL04
phantq3dm3/tp_metal_wall_007a;TP_METAL_WALL05
phantq3dm3/tp_metal_wall_009;TP_METAL_WALL06
phantq3dm3/tp_metal_wall_010;TP_METAL_WALL07
phantq3dm3/tp_metal_wall_011;TP_METAL_WALL08
phantq3dm3/tp_pipecap;TP_PIPECAP
phantq3dm3/tp_plaster_dmg_001;TP_PLASTER_DMG_
phantq3dm3/tp_rust_trim_001;TP_RUST_TRIM_01
phantq3dm3/tp_rust_trim_002;TP_RUST_TRIM_02
phantq3dm3/tp_rust_trim_003;TP_RUST_TRIM_03
phantq3dm3/tp_rust_trim_004;TP_RUST_TRIM_04
phantq3dm3/tp_rustedvent_001;TP_RUSTEDVENT_0
phantq3dm3/tp_sign_machine;TP_SIGN_MACHINE
phantq3dm3/tp_sign_slip;TP_SIGN_SLIP
phantq3dm3/tp_skylight_001;TP_SKYLIGHT_001
phantq3dm3/tp_skylight_001_add;TP_SKYLIGHT_000
phantq3dm3/tp_skylight_002;TP_SKYLIGHT_002
phantq3dm3/tp_skylight_002_add;TP_SKYLIGHT_003
phantq3dm3/tp_slime;#TP_SLIME
phantq3dm3/tp_slime_1;#TP_SLIME_1
phantq3dm3/tp_stain_001;TP_STAIN_001
phantq3dm3/tp_stain_002;TP_STAIN_002
phantq3dm3/tp_stain_003;TP_STAIN_003
phantq3dm3/tp_stain_004;TP_STAIN_004
phantq3dm3/tp_stain_006;TP_STAIN_006
phantq3dm3/tp_stain_007;TP_STAIN_007
phantq3dm3/tp_stair_trim_001;TP_STAIR_TRIM_0
phantq3dm3/tp_steeldoor_001;TP_STEELDOOR_00
phantq3dm3/tp_wire_yellow;TP_WIRE_YELLOW
phantq3dm3/tp_wires_001;TP_WIRES_001
phantq3dm3/tp_wood_crate;TP_WOOD_CRATE
pi/beam_blue_pi;BEAM_BLUE_PI
pi/beam_red_pi;BEAM_RED_PI
pi/console02b;CONSOLE02B
pi/console03b;CONSOLE03B
pi/killblock_pi_trans;KILLBLOCK_PI_TR
pi/pipecolumn4_blue;PIPECOLUMN4_BLU
pi/proto_comp2b;PROTO_COMP2B
pq/pqlogo;PQLOGO
pq/pqslogan;PQSLOGAN
pq/redorngs;REDORNGS
proto/dirty;DIRTY
proto/meaty_skull;MEATY_SKULL
proto/rottblock;ROTTBLOCK
proto/rustytotum;RUSTYTOTUM
proto2/artwork_fightingspirit;ARTWORK_FIGHTIN
proto2/artwork_friendship;ARTWORK_FRIENDS
proto2/artwork_greatwave;ARTWORK_GREATWA
proto2/artwork_respect;ARTWORK_RESPECT
proto2/artwork_samurai_b;ARTWORK_SAMURAI
proto2/artwork_samurai_r;ARTWORK_SAMUR00
proto2/artwork_warrior;ARTWORK_WARRIOR
proto2/asylum_brick;ASYLUM_BRICK
proto2/asylum_floor;ASYLUM_FLOOR
proto2/asylum_floor_w;ASYLUM_FLOOR_W
proto2/asylum_tile_w1;ASYLUM_TILE_W1
proto2/asylum_tile_w2;ASYLUM_TILE_W2
proto2/asylum_tile_w2a;ASYLUM_TILE_W2A
proto2/asylum_tile_w3;ASYLUM_TILE_W00
proto2/asylum_tile_w3;ASYLUM_TILE_W3
proto2/asylum_tile_w4;ASYLUM_TILE_W4
proto2/asylum_yellow;ASYLUM_YELLOW
proto2/asylum2;ASYLUM2
proto2/asylum2a;ASYLUM2A
proto2/beam_blue;BEAM_BLUE
proto2/beam_blue_wide;BEAM_BLUE_WIDE
proto2/bigchain;BIGCHAIN
proto2/blue_zot;BLUE_ZOT
proto2/bluea_dcl;BLUEA_DCL
proto2/blueat_dcl;BLUEAT_DCL
proto2/blueflag;BLUEFLAG
proto2/blueflare;BLUEFLARE
proto2/blueflare2;BLUEFLARE2
proto2/bluelight_off;BLUELIGHT_OFF
proto2/bluelight_on;BLUELIGHT_ON
proto2/blueob;BLUEOB
proto2/bluetrim02;BLUETRIM02
proto2/bluetrim02b;BLUETRIM02B
proto2/brick_trim;BRICK_TRIM00
proto2/brick04;BRICK04
proto2/brick04_red;BRICK04_RED
proto2/brick04_warm;BRICK04_WARM
proto2/brick05;BRICK05
proto2/cables;CABLES
proto2/chain;CHAIN00
proto2/con1wetwallplain;CON1WETWALLPLAI
proto2/concrete_blue;CONCRETE_BLUE
proto2/concrete_red;CONCRETE_RED
proto2/concrete01dark;CONCRETE01DARK
proto2/concrete01darkdirty;CONCRETE01DARKD
proto2/concrete01wetwall;CONCRETE01WETWA
proto2/concrete02;CONCRETE0200
proto2/concrete02dvt;CONCRETE02DVT
proto2/concrete03c_min;CONCRETE03C_MIN
proto2/concrete03c_rot;CONCRETE03C_ROT
proto2/concrete03c_rot2;CONCRETE03C_R00
proto2/concrete03c_rot3;CONCRETE03C_R01
proto2/concrete03c_smth;CONCRETE03C_SMT
proto2/concrete03cdirty;CONCRETE03CDIRT
proto2/concrete03dirty;CONCRETE03DIRTY
proto2/concrete04;CONCRETE0400
proto2/concrete04dvt;CONCRETE04DVT00
proto2/concrete04edged;CONCRETE04EDG00
proto2/concrete04rfhp;CONCRETE04RFH00
proto2/concrete04stair;CONCRETE04STA00
proto2/concrete04stair2;CONCRETE04STA01
proto2/concrete07_min;CONCRETE07_MIN
proto2/concrete07_smth;CONCRETE07_SMTH
proto2/concrete07pillar;CONCRETE07PILLA
proto2/crackcrete;CRACKCRETE00
proto2/dangertrim;DANGERTRIM00
proto2/door_right;DOOR_RIGHT
proto2/duct01;DUCT01
proto2/dust01;DUST01
proto2/dust02;DUST02
proto2/dust03;DUST03
proto2/dust04;DUST04
proto2/edge01;EDGE01
proto2/eggfloor2;EGGFLOOR2
proto2/flare;FLARE00
proto2/girder03;GIRDER0300
proto2/girder04;GIRDER04
proto2/girder05;GIRDER05
proto2/grate_trim;GRATE_TRIM
proto2/grill01;GRILL01
proto2/grill02;GRILL02
proto2/grill03b;GRILL03B
proto2/grimy_ceiling;GRIMY_CEILING
proto2/grimy_ceiling_painted;GRIMY_CEILING_P
proto2/grit01;GRIT01
proto2/harvest;HARVEST
proto2/heat_tile02;HEAT_TILE0200
proto2/heat_tile03;HEAT_TILE03
proto2/infinity_wood;INFINITY_WOOD
proto2/light_nv;LIGHT_NV00
proto2/lightbulb;LIGHTBULB
proto2/lightbulb2;LIGHTBULB2
proto2/metal_copper_moss;METAL_COPPER_MO
proto2/metal_copper_moss2;METAL_COPPER_00
proto2/metal_green_bright;METAL_GREEN_BRI
proto2/metal_moss;METAL_MOSS
proto2/metal_moss2;METAL_MOSS2
proto2/metal_orange;METAL_ORANGE
proto2/metal_orange_bright;METAL_ORANGE_BR
proto2/metal_trim01;METAL_TRIM01
proto2/metal_trim02;METAL_TRIM02
proto2/metsmall;METSMALL
proto2/metwall;METWALL0001
proto2/metwall02;METWALL0200
proto2/metwallnubbed;METWALLNUBBED
proto2/oneflag;ONEFLAG
proto2/ooze;OOZE
proto2/panel04blue;PANEL04BLUE
proto2/panel04blue2;PANEL04BLUE2
proto2/panel04blue4;PANEL04BLUE4
proto2/panel04grate;PANEL04GRATE
proto2/panel04ntrl2;PANEL04NTRL2
proto2/panel04ntrl3;PANEL04NTRL3
proto2/panel04red;PANEL04RED
proto2/panel04red2;PANEL04RED2
proto2/panel04red4;PANEL04RED4
proto2/panel04trim1b;PANEL04TRIM1B
proto2/panel04trim2b;PANEL04TRIM2B
proto2/pipewall02;PIPEWALL02
proto2/proto_lightamber;PROTO_LIGHTAM00
proto2/px01;PX01
proto2/px03;PX03
proto2/ql_logo;QL_LOGO
proto2/rail01;RAIL01
proto2/red_zot2;RED_ZOT2
proto2/reda_dcl;REDA_DCL
proto2/redflag;REDFLAG
proto2/redflare;REDFLARE
proto2/redflare2;REDFLARE2
proto2/redlight_off;REDLIGHT_OFF
proto2/redlight_on;REDLIGHT_ON
proto2/redob;REDOB
proto2/redtrim02;REDTRIM02
proto2/redtrim02b;REDTRIM02B
proto2/rice_paper_lantern;RICE_PAPER_LANT
proto2/roof_ceramic;ROOF_CERAMIC
proto2/sandturf_tiles;SANDTURF_TILES
proto2/sandy01;SANDY01
proto2/shiny_black;SHINY_BLACK00
proto2/siberia_ablue;SIBERIA_ABLUE
proto2/siberia_ared;SIBERIA_ARED
proto2/snow02;SNOW02
proto2/spikewall;SPIKEWALL
proto2/ss_handle_b1;SS_HANDLE_B100
proto2/ss_handle_r1;SS_HANDLE_R100
proto2/stadlight01;STADLIGHT01
proto2/steam01;STEAM01
proto2/steam02;STEAM02
proto2/steelsupport;STEELSUPPORT
proto2/sun;SUN
proto2/supportctfblu;SUPPORTCTFBLU
proto2/supportctfblu_noshader;SUPPORTCTFBLU_N
proto2/supportctfblumerge;SUPPORTCTFBLUME
proto2/supportctfntrl;SUPPORTCTFNTRL
proto2/supportctfred;SUPPORTCTFRED00
proto2/supportctfred_noshader;SUPPORTCTFRED_N
proto2/supportrim;SUPPORTRIM
proto2/tatami;TATAMI
proto2/techtrim01;TECHTRIM01
proto2/techtrim02;TECHTRIM02
proto2/techtrim02_nospecular;TECHTRIM02_NO00
proto2/terramap01;TERRAMAP01
proto2/terramap02;TERRAMAP02
proto2/tile_w5_blue;TILE_W5_BLUE
proto2/tile_w5_red;TILE_W5_RED
proto2/tin_floor03;TIN_FLOOR03
proto2/tin_floor03step;TIN_FLOOR03ST01
proto2/tin_floor04;TIN_FLOOR04
proto2/tin_floor04ach;TIN_FLOOR04ACH
proto2/tin_floor05;TIN_FLOOR05
proto2/tin_floor05big;TIN_FLOOR05BIG
proto2/tin_floor06;TIN_FLOOR06
proto2/tin_panel;TIN_PANEL
proto2/urhere;URHERE
proto2/v_support02;V_SUPPORT02
proto2/v_support02;V_SUPPORT0200
proto2/vent01;VENT01
